date,text,ton
1388640164,"сколько можно заработать на памм, доверительное управление втб 24",0
1407787278,RT @bazoluludem: ВТБ 24 прекратил прием консульских сборов за оформление виз США,-1
1389639603,http://t.co/HEtXySPyWO | #кредит наличными в газпромбанке,0
1407345990,Связь оператора МТС-Украина на полуострове полностью пропала http://t.co/YlZiX1HyjX,-1
1406601876,Акционный автокредит от альфа банка от 2 годовых http://t.co/zlNJ1B5XwO,0
1386680988,#МТСгавно,-1
1386363612,dir_300nrub5 ошибка подключения по вай фай билайн 0,0
1387215487,сбербанк навязывает кредитную карту http://t.co/L05StwPhq4,-1
1406799493,"RT @beyond_2000: МТС, Сбербанк и прочие тоже смазывают лыжи? // ""Лукойл"" продает свои бензоколонки на Украине http://t.co/oyrbfLFvmI http:/…",-1
1386913162,"@akarnaev, пока информация не поступала. Вы можете зарегистрироваться в сетях KT Corp, SK Telecom или Thuraya. ^СБ #МТС",0
1390143628,"@Beeline_RUS ""Хайвей безлимит"" в Воронеже. http://t.co/bhepsTrZQB Он правда ""полный"", или забыли написать про работу p2p только по ночам?",0
1407694603,Потребительский кредит сбербанк россии пензенской области http://t.co/fWyNI1dqtA,0
1407789614,RT @CMacaloren: выгодный кредит в россельхозбанке калькулятор http://t.co/8ZY5PXNM7W,0
1407384064,RT @mostsinterebu: автокредитование альфабанк http://t.co/ftRtNBKAOE,0
1389268976,"@f_marina78, здравствуйте! Пришлите, пожалуйста, номер модема, конт. тел. и ссылку на твит нам на pomogite@beeline.ru для проверки. #билайн",0
1406395610,В первом квартале 2014 года Tele2 расширила сеть дистрибуции на территории Вологодской области.,1
1387047175,А что вы можете сказать о банке Райффайзен?,0
1387951380,"@av_kozlov84 Здравствуйте! Уточните, пожалуйста, область Вашего подключения. #билайн",0
1386772630,@Beeline_RUS привет. А в Краснодаре планируется запуск сетей 4ого поколения? #beeline #iPhone #4G #Краснодар,0
1407156468,FTSE может исключить из индексов Сбербанк и ВТБ http://t.co/2IQOceqH4K http://t.co/OCliIEiTlD,-1
1387475813,"@Beeline_RUS да, в ней оказалась проблема. Как заменить симку, оставив номер (как если бы я, скажем, потерял телефон). Насколько это быстро?",0
1406790794,«Связной» и МТС больше не продают ноутбуки,-1
1406428005,модем мегафон е352b инструкция по применению http://t.co/ZHJvMQ6nvl #применению #инструкция,0
1407588463,"В том числе, субъектам малого и среднего предпринимательства выдано более 1,2 трлн рублей.. Россельхозбанк направил на реализацию госпрогра",0
1406625827,"""МТС Банк"" предложил своим клиентам виртуальную карту ""МТС Деньги"" http://t.co/2obZ9fLThV",0
1407469109,RT @Gorod_Proekt: Сбербанк явно что-то сделал с переводами через Сбербанк-Онлайн на избирательный счет.,0
1387898743,"Сбербанк проводит акцию ""Снимайте наличные средства по кредитным картам без комиссии!"" http://t.co/tNvMRiqzWe #ннов",0
1389625678,"@tokotokich, ограничений не обнаружено. Напишите, пож-та, нам на pomogite@beeline.ru номер телефона и ссылку на твит. Разберемся!",0
1406887963,"Курс доллара в банках Челябинска  http://t.co/c2XwoNs2rK /  / ОАО ""Россельхозбанк"" 35.44 35.89 / ОАО Банк.. http://t.co/LSKLpuhXSU",0
1390057686,справка для оформления кредита поручительства оао сбербанк россии образец http://t.co/Uq6EvVtlsY,0
1406950463,Тихоокеанский внешторгбанк оформить кредитную карту http://t.co/0avQvgWhBp,0
1407751345,"#бизнес Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицирован... http://t.co/htsbjDnMD9",1
1406739192,Директор филиала Россельхозбанка приговорен к условному сроку,-1
1406591361,RT @EuromaidanPR_RU: В новый список санкций ЕС выйдут Сбербанк и ВТБ http://t.co/Tw5OvuZlRi,-1
1406511828,«Билайн» Приморье и сеть магазинов «Технопоинт» делают подарки покупателям  #teamfollowback,1
1387353844,взять ипотеку в сбербанке калькулятор http://t.co/bQZEYFqVO1,0
1388567751,@idontsov У меня вообще не работают #втб24 #мтс,-1
1406258933,http://t.co/qfYkNOXrQT Взять кредит сбербанк россии казань,0
1387265164,сбербанк чита кредиты http://t.co/2lZecEkf3Q,0
1387280471,"Наворовали денег, теперь отмечают;) МТС гуляет стадом в 5000 человек. (@ МосЭкспо (Павильон №75) w/ 2 others) [pic]: http://t.co/UCWGsRhV04",-1
1406617350,СМИ: В список санкций ЕС будут включены Сбербанк и ВТБ: Санкции резко ограничит возможности крупнейших  россий... http://t.co/RhyVCkXf80,-1
1387118705,"@Beeline_RUS а ТВ и интернета не было ни в 18 часов, ни в 22 (13 декабря), ни в 2 часа ночи 14-го декабря.",-1
1386594483,http://t.co/bmbbyvvpXV | Альфа банк расчет кредита,0
1386766763,"RT @juqafuhyfuj: AlfaBank задрал, AlfaClick считает себя умнее меня — ни в какую не хочет проводить еще один платеж на мобильный, на тот ж",-1
1387628689,"@bolshman Можно попробовать установить моб.приложение ""Услуги Билайн"".Приложение размещается в Apple App Store и Google Play Market. #билайн",0
1406909814,"@fp777 Здравствуйте. Если у Вас возникнут вопросы, Вы сможете получить инфо, отправив sms на номер 0500 или по e-mail nw-service@megafon.ru",0
1388664788,http://t.co/q8D0GD7O5q Можно ли взять кредит в сбербанке рф в караганде,0
1407779418,Ипотечные кредиты в райфайзенбанке http://t.co/gnfAb2FDuA,0
1387533106,@netdushi Отключить услугу вы можете через Сбербанк Онлайн или в кц 8 800 555 5550.,0
1407258319,RT @penlicaha: Сбербанк и ВТБ пополнили санкционный список Евросоюза,-1
1386854528,мтс кредит доверия беларусь http://t.co/dNq5HbTvnf,0
1386926121,"ЭУ! @alfa_bank, у вас-то там все нормально с лицензией?! Деньги не пора срочно со счетов снимать?",0
1406693214,http://t.co/U2wrnn2stE Взять кредит в томске альфа банк,0
1387911986,RT @Loginlag: #петербург мтс http://t.co/kGCY2nkYkP,0
1407192735,Кредиты в альфа банке в мурманске http://t.co/Jj4LIi93or,0
1387001118,"@valeranazzarov, не надо. Вы в каком городе находитесь? ^СБ #МТС",0
1407055949,"@Beeline_RUS я проблему решил, техподдержку рекомендую научить матчасти и общению с клиентами, далеко не все пользователи бестолковые",-1
1406615407,Три месяца мобильного интернета в подарок от «Билайн» || http://t.co/mguInJ5qEv,1
1406581858,@iTasig @HuSnizhne та мтс работало и лайф работал,1
1406506315,RT @lianBodnar: Президент «Ростелекома» Калугин приобрел акции компании на 30 млн руб,0
1406776528,"#Банк #Москвы, #ВТБ и #Россельхозбанк включены в новый санкционный список   #TFW",-1
1388259723,RT @GallandYamilet: http://t.co/uDeLkV4p1E билайн мобильный перевод с телефона на телефон,0
1387812304,"@petoushkoff, , Вы может отписаться от рассылки, отправив SMS сообщение со словом СТОП1 или STOP1 на номер 4111. ^ИА #МТС",0
1406872549,http://t.co/Yq99EOmveN Взять кредитку в альфа банке,0
1386831985,"Кстати, МТС потихоньку цены поднимает. У других операторов также?",-1
1389912330,образец заявления в сбербанк http://t.co/qqRBQfqDVJ,0
1407691374,Банк уралсиб авто кредит москва http://t.co/y3nVGslxzS,0
1389783967,"RT @SPotresov: #MNP Кто сколько ""перебежчиков"" принял (вся Россия): Билайн-504, Мегафон-1104, МТС-810, Ростелеком-5, СМАРТС-1, Таттелеком-1…",0
1389938161,"@sberbank Добрый день   Подскажите пожалуйста,если с карты деньги украли  !!! То сбербанк с этим не разбирается и деньги не вернут???",-1
1407149065,МТС поделится с акционерами,0
1407318827,"«Ростелеком» и Tele2 завершили создание совместного сотового оператора: Представители ""Ростелеком"" и ""Tele2... http://t.co/nXryKHCog1",0
1406563969,"Ростелеком заявил:Подключи пакет музыкальный!
Шо вот они гонят?!Тыкаю пакет в розетку,нифига не поет.Или ты хочеш сказать,он не музыкальный?",-1
1407201726,Кредиты на жилье россельхозбанк рмэ http://t.co/yR3IKfYFQ0,0
1387609585,"Интернет МТС самый конченый, одни эмоции",-1
1387973087,"@Beeline_RUS смысл?!? Я уж лучше тогда другого провайдера найду. Давно хотел, теперь хоть смысл будет.",-1
1387267325,взять автокредит в россельхозбанке http://t.co/WhIcybQ9QV,0
1406646138,МТС объявила об итогах работы на корпоративном рынке в первом полугодии 2014 г. Количество корпоративных клиентов мобильного бизнеса МТС из,0
1406598214,Настройки мтс интернет на айфон 5 http://t.co/GL4feyvsQP,0
1406874954,"Чувствую себя человеком, у которого взяли деньги, но не дали плюшек. @Beeline_RUS Позвоните, пожалуйста, еще раз, 89641887222.",-1
1387615408,"МТС ночью меня окончательно добил)
вторую ночь подряд нет связи",-1
1406543189,@EZh_666 мегафон в этом плане  очень даже ничего,1
1406874089,Заявление на ипотеку теперь можно подать в любом отделении Райффайзенбанка,1
1388905134,@Beeline_RUS У вас что отключение услуг через оператора платное?,0
1407256445,"@beeline_rus а можно сделать, чтобы описание ""Будь в курсе"" было доступно сразу из кабинета?",0
1387372084,заказать кредитную карту сбербанка http://t.co/umFzUOvFWE,0
1386433457,ip адрес билайна http://t.co/JNtRgTic5z,0
1387897428,Сбербанк собрал для Кубани более 640 млн,0
1406878294,Ростелеком предоставил услуги связи новому филиалу Сбербанка в Первомайске,1
1387205612,"Пришла на работу, а тут классный календарь от #Билайн http://t.co/odjpMW0CJA",1
1386419223,"В Калужской области банк ""ВТБ 24"" лишился банкомата с деньгами #news",-1
1386792279,"крутой мтс забрал 2 рубля за час разговора
почему-то я очень рада этой мелочи:)",1
1406722200,"утром подъезжая к Дубне получаю смс от Мегафона ""добро пожаловать домой",0
1406998830,Кредит на квартиру в спб сбербанк россии http://t.co/5OfK7qDmsd,0
1406825909,Образовательный кредит в втб 24 http://t.co/rJcotI1fYm,0
1406819313,"RT @VasilyKonov: Н-да: ЕС ОГРАНИЧИЛ ДОСТУП К РЫНКАМ КАПИТАЛА ДЛЯ СБЕРБАНКА, ВТБ, ГАЗПРОМБАНКА, ВНЕШЭКОНОМБАНКА, РОССЕЛЬХОЗБАНКА - ОФИЦИАЛЬНО",-1
1388469554,"- ебаный сбербанк , сожгу нахуй ! 

И так каждый раз , когда с Ирой идем снимать деньги .",-1
1406697170,http://t.co/GoQxVGrlt6 Можно ли взять кредит в россельхозбанке,0
1407589229,RT @pewibunatyfa: газпромбанк казань потребительский кредит процентная ставка http://t.co/IUsotm8kwH,0
1387132926,втб 24 белгород кредит http://t.co/7uKdolzyin,0
1407261224,"""МТС-Украина"" в течение 48 часов прекратит обслуживание абонентов в Крыму в связи с техническими проблемами, вызванными действиями Киева. Н",-1
1386549545,RT @Dagdatusbati: «Вымпелком» увеличит скорость интернета для WhatsApp,0
1406302062,"Я, кстати, по этой же причине и с мтсом до сих пор нихуя не решил. гг",-1
1388050047,"Сбербанк в своем репертуаре, блеать! Лучи дикой ненависти этой организации, горите в аду! *бесится*",-1
1406648932,RT @petrlauder: Внешторгбанк это конечно открытип века просто,0
1406289195,Пришел на работу в мегафон в кофте мтс!)),0
1406436764,"@BusinkaRu Чтобы исправить ситуацию, нужен  Ваш номер. Пож-та, отправьте его и описание проблемы на pomogite@beeline.ru. Спасибо!",0
1406807569,"@alfa_bank всё в порядке с ней. возможно, сам магазин просто заблокировал. Под предлогом санкций так же не принимают и газпромбанк",-1
1407046936,Мегафон повысил цены на старые тарифы на 20 %,-1
1406504674,ипотечное кредитование сбербанк москвы http://t.co/UIHcEOj2Y8,0
1406747296,Кредитка от альфа банка отзывы http://t.co/UgzInk7yQY,0
1407739199,"@alfa_bank в подробностях не помню; знаю, что не подключал альфа-чек, но отключал точно",0
1386396529,"http://t.co/QQgVdoBNDA интернет банк втб 24 проверить баланс
 http://t.co/QQgVdoBNDA",0
1387379525,взять ипотеку в газпромбанке http://t.co/o0Y3ypN41b,0
1387873839,@alfa_bank Неужели все банкоматы одновременно работают ) Прям сказка. Вот бы так в БУМе на братиславской,1
1406635131,@abrmhah не гони на МТС,1
1406726579,@megafonru почему мой текущий баланс отличается от условного? Это обман пользователь,-1
1406538335,Интернет-магазин МТС в Москве и Подмосковье. Розничная сеть МТС - крупнейший в России операторский ритейлер https://t.co/wIgvrgWK0E,0
1406424579,На днях в Марийском филиале Россельхозбанка были подведены итоги акции «Ипотека от Россельхозбанка – дизайн интерьера в подарок». По ее усл,0
1406841166,"Сбербанк, ВТБ, Газпромбанк, Внешэкономбанк и Россельхозбанк оказались в «черном списке». http://t.co/pspugGQcDC",-1
1407857852,"Объем закупок, размещенных на ЭТП Газпромбанка в первом полугодии 2014 г., вырос на 164.Электронная торговая площадка ""Газпромбанка"" (ЭТП Г",1
1407397109,RT @kras_rt: #Ростелеком обеспечит скоростным Интернетом Фонды социального и медицинского страхования в Красноярском крае #krsk http://t.co…,1
1387606440,"RT @sanjarrizayev: ""Бунёдкор"" ва МТС Ўзбекистон. http://t.co/7QpmgqaFqt",0
1386781399,"@beetoonyc да,да я тоже заметила) я во многих клипах есть у билайна)))",0
1407233837,В Крыму перестал обслуживать абонентов сотовый оператор &amp;quot;МТС-Украина&amp;quot;. При попытке набрать номер симферопольские клиенты &amp;quot;МТ,-1
1388410413,"@alfa_bank спасибо! Наоборот, здорово, в автоматах можно покупать еду почти без сдачи ;) с Наступающим!",1
1386830432,"И снова Beeline сообщает:  / ""Сегодня ожидается усиление ветра с порывами до 15 - 20 м/с!""",0
1389953005,RT @sberbank: Знание правил безопасного пользования паролями в интернете спасет ваши деньги от мошенников http://t.co/s7UAtmt3BZ,0
1406839253,"Долбаный ростелеком, гори в аду",-1
1387027679,"@freeyellowman @by_mts нет, речь про работу разных гаджетов на одном номере.",0
1406997290,Теперь МТС! http://t.co/gOYDiIOIIk,0
1406527542,@Yu_Ozhogina ахахахаха бля МТС такой МТС ,-1
1407378064,"Россельхозбанк и Газпромбанк, попавшие под западные санкции, попросили у государства о финансовой поддержке. Об этом сообщают «Ведомости»...",-1
1406377390,"ЗЫ если этот пост читают специалисты Билайна, прошу расскажите, что нужно, чтобы дом подключили?",0
1406717676,http://t.co/xH8ThQc4HL кредит банк альфа банк процентная ставка,0
1407709014,Ставки по кредитам сбер банка http://t.co/GN2dndXZwm,0
1407409109,Ипотечный кредит втб 24 калькулятор http://t.co/dGorqaWZSB,0
1407291684,"Пришло сообщениедумаю.да ну, ты мне первая написала.?а нет..билайн!)))",1
1407550217,Райффайзенбанк одностороннее изменение процента по кредиту http://t.co/anwUk2tjgm,0
1407886106,RT @jehijaranupo: дадут ли мне кредит в втб 24 ярославль http://t.co/NZWMwib2sQ,0
1387776964,У кого мтс и нормальный телефон - заработало в ростове лте?,0
1386559036,http://t.co/BFnqphsv88 карты оплаты кредита альфабанк,0
1387289764,сбербанк россии кредит отзывы http://t.co/L3DNsSFOvq,0
1387265048,оформление автокредита в сбербанке http://t.co/AnpM1MgU0h,0
1406497581,Доверительный на билайн http://t.co/6gXw6duinz,0
1386785204,Заявка в Банк Москвы http://t.co/UmI3L4WYFG,0
1406388274,"Компания Tele2 полностью поменяла свой образ в рекламе, обновила линейку тарифов и усовершенствовала подход к обслуживанию абонентов.",1
1387545140,Сбербанк к Олимпиаде научит свои банкоматы французскому языку http://t.co/ackW0LAEa4,0
1406730918,http://t.co/GAMv4pSHme сбербанк процентные ставки на потребительский кредит,0
1386757109,МТС в Кемерово оповестит абонентов о ЧС через цифровое телевидение,0
1406453324,"Наталья, привет.(можно на ты?) благодаря тебе научилась пользоваться альфа-кликом! попробовала перевести деньги.",0
1407023539,"Tele2 отчиталась о проделанной работе социальной направленности. Москва – Tele2 Россия, альтернативный оператор мобильной связи, выпустил п",0
1407738993,Воронеж сбербанк кредитный калькулятор http://t.co/T6lvEogHnI,0
1406836461,"@CyberAP Здравствуйте! Подскажите, Вы имеете в виду личный кабинет по мобильной связи или по проводному интернету? #билайн",0
1406559399,«SMS-Фильтр» оградит абонентов «МегаФона» от нежелательных сообщений.  Новая услуга «SMS Фильтр» заблокирует входящие SMS от нежелательных,1
1406261882,"Возможность быть ""онлайн"" - специфика работы требует - очень радует (теперь ещё вафай-переносной-модем куплю мегафоновский и вообще в",1
1387688295,печатная форма 1с заявление сбербанк http://t.co/lvDQEmFCfo,0
1387807623,Сбербанк кредит со скольки лет: сбербанк кредит со скольки лет http://t.co/y0IBlJ7cVu,0
1386587358,http://t.co/18pcHZzzVN кредитная карта билайн оформить http://t.co/csmZNvMs3Q,0
1407566326,Кредиты втб 24 2014 год ставки http://t.co/fW7APvoKaI,0
1406693685,Новости банков: Дальневосточный Сбербанк способствует развитию птицеводства в Магаданской области  #банки #кредиты,1
1388907545,образец заполнения документов на получение кредита в сбербанке на ооо http://t.co/vjknu0ZGb0,0
1406719246,RT @Vedomosti: Сбербанк попадет под третий раунд санкций ЕС - шеф брюссельского бюро FT http://t.co/5CuIbxAOXq,-1
1388939697,@andrey_tr нравится встроенный в альфабанк,1
1406416659,"Вологда – Tele2 начал блокировать рассылки сообщений, поступающих с буквенно-символьных и коротких номеров из сетей других операторов.",0
1388378794,"билайн молча перевел меня на другой тариф
и молча съел 300 рублей. 
проверьте свой тарифный план в личном кабинете.",-1
1406684029,http://t.co/y7E9OlVOAf Взять кредит в райффайзенбанке через интернет,0
1388233702,RT @_Beeline_kz: CEO Beeline Казахстан Тарас Пархоменко признан лучшим менеджером Казахстана в премии «Люди года» по версии Vlast.kz! http:…,0
1387285360,"RT @alfa_bank ""@ArtemKulkov Да, в штатном режиме."" Спасибо.",0
1407631738,кредитные калькуляторы втб 24 в уфе http://t.co/gin8QA4Nik,0
1386925425,"@idu_za_hlebom Здравствуйте! Подскажите, пожалуйста, как часто возникают ограничения с низкой скоростью? #билайн",0
1386841617,"@zigaazagaa, напишите нам подробнее об этом, указав №МТС. конт.№ и точный адрес. Проведем проверку. ^ИА #МТС",0
1386483790,RT @malayademu: МТС позволила подключать на одну sim-карту до трех номеров,0
1406712041,пошаговая инструкция оплаты интернета билайн до включения ноутбука http://t.co/ib5x4TvIci #оплаты #ноутбука,0
1387268529,"@sutveren, Зафолловил #Билайн и тут же в близких по духу на хвоста упали #МТС и #Мегафон ! Веселая , но только пока , тройка !!!",0
1406698267,RT @eastern_Ukraine: МТС: повреждено оборудование в г. Енакиево: Из-за боевых действий жители Донбасса испытывают трудности со связью. http…,-1
1407235470,"RT @StopRussia2014: #КрасныйЛуч лежат почти все провайдеры, в т.ч. Укртелеком. Платёжные терминалы не работают. МТС не ловит, http://t.co/m…",-1
1406472547,"То ли билайн вчера решил пошутить надо мной, то ли я чего-то не понимаю",-1
1388308428,«Вымпелком» ликвидировал отставание от конкурентов по качеству связи,0
1407572187,RT @OpheliaMccue: автокредит в альфа банке харьков http://t.co/TxnrFEEkDo,0
1407811472,RT @mykyvybogyme: как оформить кредит в россельхозбанке рассчитать http://t.co/QlhgWgh2Hf,0
1387194727,кредитная пластиковая карта сбербанка http://t.co/elKlove7Lc,0
1387798431,"#РИА #экономика ""Сбербанк Лизинг"" на свое 20-летие реализует спецпрограмму ""Юбилейная"" http://t.co/W6sVRnFtvD",0
1388377639,"@Raiffeisen_Ru Здравствуйте, скажите- планируете ли вы выпустить приложение для Windows Phone?
Спасибо.",0
1406638666,"После просмотра рекламы от МТС с Аллой Цупер, вдохновился, впервые реклама безумно нравится. Думал она в теме, но жаль...у нее семья и дочь.",1
1388316713,"Я так понял из телерекламы, что
платить по кредитам Сбербанка
под силу только богам...",-1
1407137745,"@ya_Kolyma у нас только МТС ловится, иногда даже очень хорошо. Мегафон - стабильно еле-еле. Ждем новую вышку Мегафона рядом!",-1
1388833207,"RT @kindergartenmm: Перехожу на Билайн, нах",1
1407350807,Как открыть кредитную карту банк москвы http://t.co/A4oXD4kGgu,0
1407786317,#RuFollowBack Герман Оскарович верните проценты! Хватит воровать у простого народа! Сбербанк в вашем исполнении наглый вор!,-1
1406831455,RT @rianru: Санкции ЕС не нарушили финансовую устойчивость Газпромбанка http://t.co/F7BooAUng5,1
1406890073,http://t.co/jkP3yFsedt Сбербанк россии как получить кредит на развитие,0
1387534146,как пополнить кукурузу с карты сбербанка http://t.co/TgsJWx5id4,0
1406782796,"Я.Новости | Hi-Tech: США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка http://t.co/YWFs7uBTf1",-1
1407561844,автокредит сбербанк в ижевске http://t.co/XdEpq0y0GA,0
1389839043,http://t.co/F72xbj4xD8 | Альфа банк экспресс кредиты,0
1406674531,«Билайн» совершенствует связь с учетом пожеланий абонентов http://t.co/EBLJ7h9u5Z,1
1406509673,http://t.co/6lsQsw8fga Для скайлинк модем 300 http://t.co/cHD6PFYXEz,0
1406604765,Мтс украина интернет точка доступа для iphone http://t.co/ba1kGdrIbM,0
1406786899,RT @kostya_5: Перепрошивка модема билайн mf 180 http://t.co/97O5RWQ3wd,0
1387006795,"RT @_Beeline_kz: Друзья, напоминаем вам о нашем конкурсе! :) #Beeline16Dec http://t.co/bcLWtdwjAh",0
1386658271,Часть абонентов «Билайн» осталась без связи на юге России,-1
1387613191,Фича с покупкой кодов для iTunes/AppStore в приложении Сбербанк.Онлайн для iOS реально работает,1
1387910663,Немного статы и прогнозов по продуктам Apple и Samsung: Foxconn выпускает сейчас iPhone 5s со скоростью 500 ты... http://t.co/UP7087GmTs,0
1406877174,«Ростелеком» начал создавать систему для интернет-трансляции выборов,0
1387863341,"Киви-кошелёк теперь берет с платежей на МТС комиссию в 5 рублей. Да они охренели, это мне почти как 3мин разговора с другими сетями.",-1
1406735712,"я настолько одинока,что смс на тел приходят только от мтс/теле2, Дашули, звонки от мамы
мне даже гулять не с кем",0
1406645037,Более миллиона клиентов Среднерусского банка активно используют Сбербанк Онл@йн,1
